,customer_id,churn,tenure,no_of_complaints,subscription_type,bill_type,Postpaid,Prepaid,Long,Short,Monthly
82,CUST00082,0,48,1,Postpaid,Short_Term,1,0,0,1,0
83,CUST00083,1,31,3,Prepaid,Long_Term,0,1,1,0,0
84,CUST00084,0,57,3,Prepaid,Monthly,0,1,0,0,1
85,CUST00085,1,8,1,Postpaid,Monthly,1,0,0,0,1
86,CUST00086,0,32,1,Postpaid,Monthly,1,0,0,0,1
87,CUST00087,0,71,1,Postpaid,Monthly,1,0,0,0,1
88,CUST00088,0,64,1,Prepaid,Short_Term,0,1,0,1,0
89,CUST00089,0,64,1,Postpaid,Monthly,1,0,0,0,1
90,CUST00090,0,13,1,Prepaid,Short_Term,0,1,0,1,0
91,CUST00091,1,10,3,Prepaid,Monthly,0,1,0,0,1
92,CUST00092,0,47,0,Postpaid,Short_Term,1,0,0,1,0
93,CUST00093,1,25,4,Prepaid,Short_Term,0,1,0,1,0
94,CUST00094,0,48,2,Postpaid,Monthly,1,0,0,0,1
95,CUST00095,1,24,4,Postpaid,Short_Term,1,0,0,1,0
96,CUST00096,1,14,1,Prepaid,Monthly,0,1,0,0,1
97,CUST00097,0,57,3,Postpaid,Long_Term,1,0,1,0,0
98,CUST00098,1,8,4,Postpaid,Long_Term,1,0,1,0,0
99,CUST00099,0,34,0,Postpaid,Monthly,1,0,0,0,1
100,CUST00100,1,37,0,Prepaid,Monthly,0,1,0,0,1
101,CUST00101,1,44,3,Prepaid,Long_Term,0,1,1,0,0
102,CUST00102,0,25,2,Postpaid,Monthly,1,0,0,0,1
103,CUST00103,0,36,2,Prepaid,Long_Term,0,1,1,0,0
104,CUST00104,0,69,2,Prepaid,Short_Term,0,1,0,1,0
105,CUST00105,0,35,1,Postpaid,Short_Term,1,0,0,1,0
106,CUST00106,0,64,1,Prepaid,Long_Term,0,1,1,0,0
107,CUST00107,0,66,1,Postpaid,Short_Term,1,0,0,1,0
108,CUST00108,0,44,0,Postpaid,Long_Term,1,0,1,0,0
109,CUST00109,0,30,0,Prepaid,Short_Term,0,1,0,1,0
110,CUST00110,1,11,2,Prepaid,Long_Term,0,1,1,0,0
111,CUST00111,1,67,1,Postpaid,Monthly,1,0,0,0,1
112,CUST00112,0,22,1,Postpaid,Monthly,1,0,0,0,1
113,CUST00113,0,5,1,Postpaid,Monthly,1,0,0,0,1
114,CUST00114,0,68,1,Prepaid,Long_Term,0,1,1,0,0
115,CUST00115,0,52,0,Prepaid,Monthly,0,1,0,0,1
116,CUST00116,1,11,1,Postpaid,Monthly,1,0,0,0,1
117,CUST00117,0,40,0,Prepaid,Short_Term,0,1,0,1,0
118,CUST00118,0,69,1,Postpaid,Long_Term,1,0,1,0,0
119,CUST00119,0,43,2,Postpaid,Long_Term,1,0,1,0,0
120,CUST00120,0,30,0,Prepaid,Short_Term,0,1,0,1,0
121,CUST00121,0,47,0,Postpaid,Monthly,1,0,0,0,1
122,CUST00122,0,24,1,Prepaid,Monthly,0,1,0,0,1
123,CUST00123,0,23,1,Postpaid,Short_Term,1,0,0,1,0
124,CUST00124,0,17,0,Prepaid,Short_Term,0,1,0,1,0
125,CUST00125,1,27,3,Postpaid,Monthly,1,0,0,0,1
126,CUST00126,0,71,1,Prepaid,Monthly,0,1,0,0,1
127,CUST00127,0,12,1,Postpaid,Long_Term,1,0,1,0,0
128,CUST00128,1,7,2,Prepaid,Monthly,0,1,0,0,1
129,CUST00129,0,11,1,Prepaid,Monthly,0,1,0,0,1
130,CUST00130,0,50,0,Postpaid,Monthly,1,0,0,0,1
131,CUST00131,0,45,2,Postpaid,Monthly,1,0,0,0,1
132,CUST00132,0,64,1,Prepaid,Short_Term,0,1,0,1,0
133,CUST00133,0,49,0,Postpaid,Long_Term,1,0,1,0,0
134,CUST00134,0,53,3,Postpaid,Short_Term,1,0,0,1,0
135,CUST00135,0,38,3,Prepaid,Long_Term,0,1,1,0,0
136,CUST00136,1,48,3,Prepaid,Monthly,0,1,0,0,1
137,CUST00137,0,59,3,Prepaid,Short_Term,0,1,0,1,0
138,CUST00138,0,57,1,Prepaid,Long_Term,0,1,1,0,0
139,CUST00139,0,71,3,Prepaid,Long_Term,0,1,1,0,0
140,CUST00140,0,32,1,Postpaid,Short_Term,1,0,0,1,0
141,CUST00141,1,23,1,Postpaid,Monthly,1,0,0,0,1
142,CUST00142,0,30,2,Postpaid,Long_Term,1,0,1,0,0
143,CUST00143,0,2,0,Postpaid,Long_Term,1,0,1,0,0
144,CUST00144,0,14,1,Postpaid,Short_Term,1,0,0,1,0
145,CUST00145,0,61,2,Postpaid,Monthly,1,0,0,0,1
146,CUST00146,1,17,2,Prepaid,Monthly,0,1,0,0,1
147,CUST00147,0,18,2,Postpaid,Monthly,1,0,0,0,1
148,CUST00148,1,6,4,Postpaid,Monthly,1,0,0,0,1
149,CUST00149,1,18,5,Prepaid,Long_Term,0,1,1,0,0
150,CUST00150,0,53,1,Postpaid,Monthly,1,0,0,0,1
151,CUST00151,0,61,4,Prepaid,Long_Term,0,1,1,0,0
152,CUST00152,1,36,2,Prepaid,Short_Term,0,1,0,1,0
153,CUST00153,0,29,1,Postpaid,Short_Term,1,0,0,1,0
154,CUST00154,0,18,0,Postpaid,Monthly,1,0,0,0,1
155,CUST00155,0,9,0,Postpaid,Monthly,1,0,0,0,1
156,CUST00156,0,29,0,Postpaid,Long_Term,1,0,1,0,0
157,CUST00157,0,42,2,Postpaid,Long_Term,1,0,1,0,0
158,CUST00158,1,16,1,Prepaid,Monthly,0,1,0,0,1
159,CUST00159,1,33,4,Postpaid,Monthly,1,0,0,0,1
160,CUST00160,1,16,1,Postpaid,Monthly,1,0,0,0,1
161,CUST00161,0,37,0,Postpaid,Long_Term,1,0,1,0,0
162,CUST00162,0,26,0,Postpaid,Short_Term,1,0,0,1,0
163,CUST00163,0,47,0,Postpaid,Long_Term,1,0,1,0,0
164,CUST00164,0,28,3,Postpaid,Short_Term,1,0,0,1,0
165,CUST00165,1,26,4,Postpaid,Monthly,1,0,0,0,1
166,CUST00166,1,39,0,Prepaid,Long_Term,0,1,1,0,0
167,CUST00167,1,54,4,Prepaid,Short_Term,0,1,0,1,0
168,CUST00168,0,17,1,Postpaid,Monthly,1,0,0,0,1
169,CUST00169,1,30,2,Prepaid,Long_Term,0,1,1,0,0
170,CUST00170,0,20,0,Postpaid,Monthly,1,0,0,0,1
171,CUST00171,0,46,0,Postpaid,Long_Term,1,0,1,0,0
172,CUST00172,0,14,1,Postpaid,Monthly,1,0,0,0,1
173,CUST00173,1,62,1,Postpaid,Short_Term,1,0,0,1,0
174,CUST00174,0,54,1,Postpaid,Monthly,1,0,0,0,1
175,CUST00175,0,48,3,Postpaid,Monthly,1,0,0,0,1
176,CUST00176,1,45,2,Prepaid,Short_Term,0,1,0,1,0
177,CUST00177,1,27,5,Postpaid,Short_Term,1,0,0,1,0
178,CUST00178,0,39,0,Postpaid,Monthly,1,0,0,0,1
179,CUST00179,0,63,1,Prepaid,Short_Term,0,1,0,1,0
180,CUST00180,0,42,1,Postpaid,Monthly,1,0,0,0,1
181,CUST00181,0,61,1,Prepaid,Monthly,0,1,0,0,1
182,CUST00182,0,23,1,Prepaid,Monthly,0,1,0,0,1
183,CUST00183,0,51,2,Postpaid,Monthly,1,0,0,0,1
184,CUST00184,1,20,3,Prepaid,Short_Term,0,1,0,1,0
185,CUST00185,1,43,1,Prepaid,Short_Term,0,1,0,1,0
186,CUST00186,0,35,0,Prepaid,Long_Term,0,1,1,0,0
187,CUST00187,0,20,0,Postpaid,Monthly,1,0,0,0,1
188,CUST00188,0,41,0,Postpaid,Long_Term,1,0,1,0,0
189,CUST00189,1,66,2,Prepaid,Monthly,0,1,0,0,1
190,CUST00190,1,65,4,Postpaid,Short_Term,1,0,0,1,0
191,CUST00191,1,20,3,Postpaid,Short_Term,1,0,0,1,0
192,CUST00192,0,24,1,Postpaid,Monthly,1,0,0,0,1
193,CUST00193,0,71,1,Prepaid,Long_Term,0,1,1,0,0
194,CUST00194,1,45,2,Prepaid,Monthly,0,1,0,0,1
195,CUST00195,0,68,2,Postpaid,Short_Term,1,0,0,1,0
196,CUST00196,1,34,1,Prepaid,Monthly,0,1,0,0,1
197,CUST00197,1,30,2,Postpaid,Monthly,1,0,0,0,1
198,CUST00198,0,48,4,Postpaid,Monthly,1,0,0,0,1
199,CUST00199,1,12,2,Postpaid,Monthly,1,0,0,0,1
200,CUST00200,0,42,1,Postpaid,Short_Term,1,0,0,1,0
201,CUST00201,1,18,1,Prepaid,Short_Term,0,1,0,1,0
202,CUST00202,0,69,0,Postpaid,Short_Term,1,0,0,1,0
203,CUST00203,1,44,3,Postpaid,Monthly,1,0,0,0,1
204,CUST00204,1,38,5,Prepaid,Long_Term,0,1,1,0,0
205,CUST00205,0,30,2,Postpaid,Short_Term,1,0,0,1,0
206,CUST00206,0,63,3,Postpaid,Long_Term,1,0,1,0,0
207,CUST00207,0,27,1,Postpaid,Short_Term,1,0,0,1,0
208,CUST00208,1,21,2,Prepaid,Monthly,0,1,0,0,1
209,CUST00209,0,13,2,Prepaid,Long_Term,0,1,1,0,0
210,CUST00210,1,13,1,Postpaid,Monthly,1,0,0,0,1
211,CUST00211,0,35,3,Prepaid,Monthly,0,1,0,0,1
212,CUST00212,0,19,2,Postpaid,Long_Term,1,0,1,0,0
213,CUST00213,1,16,1,Prepaid,Short_Term,0,1,0,1,0
214,CUST00214,0,49,0,Postpaid,Monthly,1,0,0,0,1
215,CUST00215,1,4,0,Postpaid,Monthly,1,0,0,0,1
216,CUST00216,1,51,3,Prepaid,Short_Term,0,1,0,1,0
217,CUST00217,0,26,4,Postpaid,Short_Term,1,0,0,1,0
218,CUST00218,0,30,1,Postpaid,Monthly,1,0,0,0,1
219,CUST00219,0,59,1,Postpaid,Monthly,1,0,0,0,1
220,CUST00220,0,66,3,Postpaid,Monthly,1,0,0,0,1
221,CUST00221,0,21,1,Postpaid,Long_Term,1,0,1,0,0
222,CUST00222,0,69,1,Prepaid,Short_Term,0,1,0,1,0
223,CUST00223,1,53,4,Postpaid,Monthly,1,0,0,0,1
224,CUST00224,0,50,1,Postpaid,Monthly,1,0,0,0,1
225,CUST00225,0,5,0,Prepaid,Monthly,0,1,0,0,1
226,CUST00226,1,29,3,Prepaid,Short_Term,0,1,0,1,0
227,CUST00227,0,35,0,Postpaid,Short_Term,1,0,0,1,0
228,CUST00228,0,41,1,Prepaid,Short_Term,0,1,0,1,0
229,CUST00229,0,51,1,Prepaid,Monthly,0,1,0,0,1
230,CUST00230,0,66,0,Postpaid,Monthly,1,0,0,0,1
231,CUST00231,0,45,0,Prepaid,Short_Term,0,1,0,1,0
232,CUST00232,1,31,2,Postpaid,Monthly,1,0,0,0,1
233,CUST00233,0,39,3,Postpaid,Short_Term,1,0,0,1,0
234,CUST00234,0,5,0,Postpaid,Short_Term,1,0,0,1,0
235,CUST00235,1,20,3,Prepaid,Monthly,0,1,0,0,1
236,CUST00236,0,29,3,Postpaid,Short_Term,1,0,0,1,0
237,CUST00237,0,15,2,Prepaid,Long_Term,0,1,1,0,0
238,CUST00238,0,60,2,Postpaid,Short_Term,1,0,0,1,0
239,CUST00239,1,12,1,Postpaid,Monthly,1,0,0,0,1
240,CUST00240,0,58,0,Prepaid,Monthly,0,1,0,0,1
241,CUST00241,0,40,1,Prepaid,Short_Term,0,1,0,1,0
242,CUST00242,0,48,1,Postpaid,Monthly,1,0,0,0,1
243,CUST00243,0,13,1,Postpaid,Monthly,1,0,0,0,1
244,CUST00244,1,46,1,Postpaid,Short_Term,1,0,0,1,0
245,CUST00245,0,23,1,Postpaid,Monthly,1,0,0,0,1
246,CUST00246,0,52,1,Prepaid,Monthly,0,1,0,0,1
247,CUST00247,0,29,2,Postpaid,Short_Term,1,0,0,1,0
248,CUST00248,0,70,0,Postpaid,Monthly,1,0,0,0,1
249,CUST00249,0,70,3,Prepaid,Short_Term,0,1,0,1,0
250,CUST00250,0,53,0,Prepaid,Monthly,0,1,0,0,1
251,CUST00251,1,19,1,Prepaid,Short_Term,0,1,0,1,0
252,CUST00252,0,17,2,Postpaid,Monthly,1,0,0,0,1
253,CUST00253,1,43,2,Prepaid,Long_Term,0,1,1,0,0
254,CUST00254,0,20,3,Postpaid,Short_Term,1,0,0,1,0
255,CUST00255,0,39,0,Postpaid,Short_Term,1,0,0,1,0
256,CUST00256,0,57,3,Postpaid,Monthly,1,0,0,0,1
257,CUST00257,0,13,1,Prepaid,Long_Term,0,1,1,0,0
258,CUST00258,1,30,1,Prepaid,Monthly,0,1,0,0,1
259,CUST00259,0,34,0,Postpaid,Short_Term,1,0,0,1,0
260,CUST00260,0,63,2,Prepaid,Monthly,0,1,0,0,1
261,CUST00261,0,67,3,Postpaid,Monthly,1,0,0,0,1
262,CUST00262,0,64,2,Prepaid,Short_Term,0,1,0,1,0
263,CUST00263,1,49,3,Postpaid,Monthly,1,0,0,0,1
264,CUST00264,0,68,0,Postpaid,Long_Term,1,0,1,0,0
265,CUST00265,0,38,0,Postpaid,Long_Term,1,0,1,0,0
266,CUST00266,0,42,0,Postpaid,Monthly,1,0,0,0,1
267,CUST00267,1,25,3,Postpaid,Short_Term,1,0,0,1,0
268,CUST00268,0,26,1,Postpaid,Long_Term,1,0,1,0,0
269,CUST00269,1,2,1,Prepaid,Short_Term,0,1,0,1,0
270,CUST00270,0,37,0,Postpaid,Monthly,1,0,0,0,1
271,CUST00271,0,63,1,Postpaid,Short_Term,1,0,0,1,0
272,CUST00272,1,1,3,Prepaid,Monthly,0,1,0,0,1
273,CUST00273,1,6,3,Postpaid,Monthly,1,0,0,0,1
274,CUST00274,0,13,1,Postpaid,Monthly,1,0,0,0,1
275,CUST00275,0,56,2,Prepaid,Short_Term,0,1,0,1,0
276,CUST00276,0,53,2,Postpaid,Short_Term,1,0,0,1,0
277,CUST00277,1,70,0,Prepaid,Monthly,0,1,0,0,1
278,CUST00278,1,34,1,Postpaid,Long_Term,1,0,1,0,0
279,CUST00279,0,6,2,Postpaid,Monthly,1,0,0,0,1
280,CUST00280,0,47,1,Postpaid,Short_Term,1,0,0,1,0
281,CUST00281,0,55,1,Postpaid,Monthly,1,0,0,0,1
282,CUST00282,0,11,0,Prepaid,Monthly,0,1,0,0,1
283,CUST00283,1,29,3,Prepaid,Monthly,0,1,0,0,1
284,CUST00284,0,17,2,Postpaid,Long_Term,1,0,1,0,0
285,CUST00285,0,5,0,Postpaid,Monthly,1,0,0,0,1
286,CUST00286,0,29,2,Postpaid,Monthly,1,0,0,0,1
287,CUST00287,0,6,2,Postpaid,Monthly,1,0,0,0,1
288,CUST00288,0,17,1,Prepaid,Monthly,0,1,0,0,1
289,CUST00289,0,5,3,Postpaid,Short_Term,1,0,0,1,0
290,CUST00290,0,49,1,Prepaid,Long_Term,0,1,1,0,0
291,CUST00291,0,22,0,Postpaid,Monthly,1,0,0,0,1
292,CUST00292,0,8,2,Prepaid,Long_Term,0,1,1,0,0
293,CUST00293,0,6,2,Postpaid,Monthly,1,0,0,0,1
294,CUST00294,0,64,1,Postpaid,Short_Term,1,0,0,1,0
295,CUST00295,0,55,1,Postpaid,Monthly,1,0,0,0,1
296,CUST00296,0,59,1,Postpaid,Long_Term,1,0,1,0,0
297,CUST00297,0,71,1,Prepaid,Monthly,0,1,0,0,1
298,CUST00298,0,8,1,Prepaid,Long_Term,0,1,1,0,0
299,CUST00299,0,8,1,Postpaid,Long_Term,1,0,1,0,0
300,CUST00300,1,58,1,Postpaid,Monthly,1,0,0,0,1
301,CUST00301,0,57,2,Postpaid,Short_Term,1,0,0,1,0
302,CUST00302,0,2,0,Prepaid,Long_Term,0,1,1,0,0
303,CUST00303,0,56,3,Prepaid,Short_Term,0,1,0,1,0
304,CUST00304,0,53,3,Prepaid,Long_Term,0,1,1,0,0
305,CUST00305,0,46,2,Prepaid,Short_Term,0,1,0,1,0
306,CUST00306,0,35,0,Postpaid,Long_Term,1,0,1,0,0
307,CUST00307,0,12,1,Postpaid,Monthly,1,0,0,0,1
308,CUST00308,0,2,1,Prepaid,Long_Term,0,1,1,0,0
309,CUST00309,0,33,1,Prepaid,Short_Term,0,1,0,1,0
310,CUST00310,0,36,0,Prepaid,Long_Term,0,1,1,0,0
311,CUST00311,1,29,1,Prepaid,Monthly,0,1,0,0,1
312,CUST00312,0,34,2,Postpaid,Monthly,1,0,0,0,1
313,CUST00313,1,52,1,Prepaid,Monthly,0,1,0,0,1
314,CUST00314,0,5,2,Postpaid,Long_Term,1,0,1,0,0
315,CUST00315,0,26,2,Postpaid,Long_Term,1,0,1,0,0
316,CUST00316,0,58,2,Prepaid,Short_Term,0,1,0,1,0
317,CUST00317,0,60,0,Postpaid,Short_Term,1,0,0,1,0
318,CUST00318,1,18,3,Postpaid,Monthly,1,0,0,0,1
319,CUST00319,0,26,2,Postpaid,Short_Term,1,0,0,1,0
320,CUST00320,0,62,0,Postpaid,Short_Term,1,0,0,1,0
321,CUST00321,0,62,0,Prepaid,Short_Term,0,1,0,1,0
322,CUST00322,0,22,1,Postpaid,Long_Term,1,0,1,0,0
323,CUST00323,0,11,0,Postpaid,Short_Term,1,0,0,1,0
324,CUST00324,0,51,1,Postpaid,Short_Term,1,0,0,1,0
325,CUST00325,1,8,2,Postpaid,Monthly,1,0,0,0,1
326,CUST00326,0,3,0,Prepaid,Monthly,0,1,0,0,1
327,CUST00327,0,72,2,Prepaid,Short_Term,0,1,0,1,0
328,CUST00328,0,3,1,Postpaid,Short_Term,1,0,0,1,0
329,CUST00329,1,25,3,Prepaid,Short_Term,0,1,0,1,0
330,CUST00330,0,66,1,Prepaid,Monthly,0,1,0,0,1
331,CUST00331,0,45,2,Postpaid,Monthly,1,0,0,0,1
332,CUST00332,1,21,4,Postpaid,Monthly,1,0,0,0,1
333,CUST00333,0,53,2,Prepaid,Monthly,0,1,0,0,1
334,CUST00334,1,60,4,Postpaid,Monthly,1,0,0,0,1
335,CUST00335,0,23,2,Postpaid,Monthly,1,0,0,0,1
336,CUST00336,1,36,4,Prepaid,Long_Term,0,1,1,0,0
337,CUST00337,0,51,0,Postpaid,Short_Term,1,0,0,1,0
338,CUST00338,1,47,2,Postpaid,Short_Term,1,0,0,1,0
339,CUST00339,0,47,0,Prepaid,Monthly,0,1,0,0,1
340,CUST00340,0,70,1,Postpaid,Monthly,1,0,0,0,1
341,CUST00341,0,30,0,Prepaid,Monthly,0,1,0,0,1
342,CUST00342,0,9,2,Postpaid,Short_Term,1,0,0,1,0
343,CUST00343,0,38,1,Postpaid,Monthly,1,0,0,0,1
344,CUST00344,1,17,2,Postpaid,Short_Term,1,0,0,1,0
345,CUST00345,1,36,2,Prepaid,Monthly,0,1,0,0,1
346,CUST00346,1,27,3,Postpaid,Monthly,1,0,0,0,1
347,CUST00347,0,71,3,Postpaid,Long_Term,1,0,1,0,0
348,CUST00348,0,29,2,Postpaid,Monthly,1,0,0,0,1
349,CUST00349,1,17,3,Prepaid,Monthly,0,1,0,0,1
350,CUST00350,0,45,1,Prepaid,Short_Term,0,1,0,1,0
351,CUST00351,0,11,2,Postpaid,Short_Term,1,0,0,1,0
352,CUST00352,0,70,0,Postpaid,Monthly,1,0,0,0,1
353,CUST00353,0,38,1,Postpaid,Monthly,1,0,0,0,1
354,CUST00354,1,13,3,Prepaid,Short_Term,0,1,0,1,0
355,CUST00355,0,45,1,Prepaid,Short_Term,0,1,0,1,0
356,CUST00356,1,71,3,Postpaid,Monthly,1,0,0,0,1
357,CUST00357,1,48,2,Prepaid,Monthly,0,1,0,0,1
358,CUST00358,0,31,0,Postpaid,Short_Term,1,0,0,1,0
359,CUST00359,0,24,1,Postpaid,Long_Term,1,0,1,0,0
360,CUST00360,0,60,2,Postpaid,Short_Term,1,0,0,1,0
361,CUST00361,0,11,1,Prepaid,Monthly,0,1,0,0,1
362,CUST00362,0,15,1,Prepaid,Short_Term,0,1,0,1,0
363,CUST00363,0,65,1,Postpaid,Short_Term,1,0,0,1,0
364,CUST00364,0,23,1,Prepaid,Short_Term,0,1,0,1,0
365,CUST00365,0,27,0,Prepaid,Short_Term,0,1,0,1,0
366,CUST00366,0,57,1,Postpaid,Long_Term,1,0,1,0,0
367,CUST00367,0,15,0,Prepaid,Short_Term,0,1,0,1,0
368,CUST00368,1,2,4,Postpaid,Short_Term,1,0,0,1,0
369,CUST00369,0,30,3,Postpaid,Short_Term,1,0,0,1,0
370,CUST00370,0,35,1,Prepaid,Long_Term,0,1,1,0,0
371,CUST00371,0,31,2,Postpaid,Short_Term,1,0,0,1,0
372,CUST00372,0,25,1,Prepaid,Monthly,0,1,0,0,1
373,CUST00373,0,63,1,Postpaid,Monthly,1,0,0,0,1
374,CUST00374,0,33,2,Prepaid,Monthly,0,1,0,0,1
375,CUST00375,1,39,0,Postpaid,Monthly,1,0,0,0,1
376,CUST00376,0,69,0,Postpaid,Long_Term,1,0,1,0,0
377,CUST00377,0,56,2,Postpaid,Long_Term,1,0,1,0,0
378,CUST00378,0,16,0,Postpaid,Short_Term,1,0,0,1,0
379,CUST00379,0,23,1,Postpaid,Short_Term,1,0,0,1,0
380,CUST00380,0,70,0,Postpaid,Short_Term,1,0,0,1,0
381,CUST00381,1,43,1,Prepaid,Monthly,0,1,0,0,1
382,CUST00382,1,55,2,Prepaid,Monthly,0,1,0,0,1
383,CUST00383,1,27,1,Prepaid,Monthly,0,1,0,0,1
384,CUST00384,0,56,2,Postpaid,Long_Term,1,0,1,0,0
385,CUST00385,0,39,2,Prepaid,Monthly,0,1,0,0,1
386,CUST00386,1,66,1,Postpaid,Monthly,1,0,0,0,1
387,CUST00387,0,14,1,Prepaid,Monthly,0,1,0,0,1
388,CUST00388,0,21,2,Prepaid,Short_Term,0,1,0,1,0
389,CUST00389,0,8,1,Postpaid,Long_Term,1,0,1,0,0
390,CUST00390,1,16,2,Prepaid,Monthly,0,1,0,0,1
